Tilltalsnamn,Antal bärare
FENET,4
FENG,22
FENGJIAO,2
FENGJUAN,7
FENGMEI,6
FENGPING,3
FENGQIN,2
FENGQING,2
FENGYAN,4
FENGYING,3
FENGYU,2
FENIK,5
FENIX,7
FENJA,66
FENK,9
FENNA,15
FENNI,2
FENNIE,2
FENNY,4
FENRIS,2
FENYA,6
FEODORA,2
FERAH,7
FERAHAT,2
FERAHNAZ,2
FERANGIS,2
FERASAT,2
FERASET,2
FERASHTA,2
FERAWATI,2
FERAY,10
FERDA,13
FERDAG,2
FERDANA,2
FERDANE,50
FERDAOS,3
FERDAOUS,4
FERDAUS,4
FERDAWS,5
FERDEZ,2
FERDEZE,9
FERDIANA,3
FERDIJANA,3
FERDIJE,13
FERDOOS,2
FERDOS,42
FERDOSA,5
FERDOUS,19
FERDOUSI,5
FERDOUSY,2
FERDOWS,5
FERDUS,6
FERDUSA,4
FEREAL,3
FEREBA,3
FEREDE,2
FEREHIWOT,2
FEREHIYWOT,2
FEREJA,3
FEREL,3
FERENCNÉ,7
FERESHTA,59
FERESHTAH,2
FERESHTE,52
FERESHTEH,244
FERESTEH,2
FEREWEINI,5
FEREWEYNI,3
FEREWINI,2
FEREWOINI,2
FEREWYNI,2
FERHA,17
FERHAN,15
FERHANA,2
FERHAT,3
FERHIYA,4
FERI,4
FERIAL,168
FERIALA,3
FERIALE,2
FERIBA,10
FERIDA,118
FERIDE,189
FERIEL,6
FERIHA,6
FERIHAN,5
FERIJA,2
FERISA,8
FERISHTA,12
FERIYAL,4
FERIYE,2
FERIZA,2
FERIZAT,4
FERJA,2
FERJAL,3
FERJIN,2
FERKA,5
FERLAND,3
FERMAN,2
FERMESK,6
FERMINA,6
FERMISK,4
FERN,11
FERNANDA,202
FERONIKA,2
FEROOZA,2
FEROZ,9
FEROZA,17
FEROZAN,3
FERRAH,2
FERRY,2
FERSHTA,2
FERTUN,2
FERTUNA,8
FERUS,5
FERUZ,67
FERUZA,25
FERUZAHON,2
FERWINE,2
FERWYNI,2
FERY,3
FERYA,3
FERYAL,111
FERYAN,2
FERZADA,2
FERZANA,5
FERZIE,2
FERZIJE,3
FESTA,7
FESTIME,3
FESTINA,22
FETENE,2
FETHA,2
FETHAWIT,3
FETHAYA,2
FETHIA,5
FETHIYA,4
FETHIYE,6
FETHYA,2
FETI,4
FETIA,3
FETIE,9
FETIHIYA,3
FETIJA,19
FETIJE,60
FETIYA,2
FETIYE,7
FETNAT,2
FETOUN,2
FETUM,2
FETYEN,2
FEVEN,293
FEVEN ARAYA,2
FEVRONIA,4
FEVZIE,3
FEVZIJA,2
FEVZIJE,9
FEVZIYE,3
FEXHRIJE,10
FEY,5
FEYME,5
FEYNUS,3
FEYONA,3
FEYORI,2
FEYROUZ,6
FEYROZ,5
FEYRUS,3
FEYRUZ,5
FEYRUZA,2
FEYSA,2
FEYZA,26
FEYZANUR,3
FEZA,12
FEZEH,2
FFION,5
FHAMIDA,2
FHANNY,3
FHEBE,3
FHELICIA,2
FHILIPPA,6
FI,3
FIA,707
FIALI,2
FIA-LISA,4
FIALOTTA,2
FIA-LOTTA,11
FIAMA,2
FIA-MARIA,3
FIAMMETTA,2
FIA-STINA,2
FIBI,10
FIBRONIA,2
FIBY,2
FICTORIA,2
FIDA,35
FIDAA,39
FIDAE,3
FIDAN,88
FIDANA,4
FIDANE,7
FIDANETE,2
FIDANKA,3
FIDARIJE,3
FIDAYE,2
FIDDELI,16
FIDDELIE,7
FIDE,2
FIDELI,135
FIDELIA,7
FIDELIE,45
FIDELINA,2
FIDELINE,4
FIDELITE,2
FIDENCIA,2
FIDES,5
FIDJI,3
FIDRA,4
FIE,12
FIEN,2
FIERUZ,11
FIESTA,3
FIEVEN,3
FIFA,2
FIFE,3
FIFFI,13
FIFI,18
FIFIAN,5
FIGALI,2
FIGAN,2
FIGEN,45
FIGHAN,2
FIHAA,2
FIHIIMA,2
FIHIMA,4
FIIA,2
FIJA,9
FIJOLLA,2
FIJONA,7
FIKA,2
FIKADU,7
FIKER,4
FIKERTE,3
FIKIR,4
FIKIRTE,14
FIKNETA,2
FIKNETE,12
FIKRA,7
FIKRANE,2
FIKRAT,2
FIKRE,2
FIKRET,5
FIKRETA,138
FIKRETE,11
FIKRIA,2
FIKRIE,7
FIKRIÉ,2
FIKRIJA,6
FIKRIJE,55
FIKRIYE,26
FIKRTE,2
FIKTORIA,2
FILASTEN,2
FILDAN,2
FILE,2
FILI,3
FILIA,4
FILICIA,21
FILIE,2
FILIO,2
FILIP,11
FILIPA,39
FILIPHA,8
FILIPPA,7723
FILIPPHA,2
FILIS,17
FILITSA,3
FILIZ,236
FILIZE,2
FILIZIA,4
FILKA,6
FILLIE,3
FILLIPPA,7
FILLORETA,21
FILLY,3
FILMAWIT,21
FILMONA,2
FILOFTEIA,5
FILOMENA,37
FILOMINA,8
FILORETA,3
FILSAN,106
FILSETA,2
FILSON,2
FILUCA,2
FILZA,8
FILZAH,2
FIM,2
FIMA,8
FIMI,5
FINA,67
FINAN,10
FINCI,2
FINELLA,2
FINJA,17
FINKA,5
FINLEY,7
FINN,23
FINNJA,2
FINO,2
FINOT,2
FINSK,2
FIOLA,10
FION,2
FIONA,729
FIONAH,2
FIONNA,3
FIONNUALA,2
FIOR,2
FIORA,8
FIORALBA,3
FIORE,3
FIORELA,10
FIORELLA,50
FIORENTINA,4
FIORENZA,2
FIORI,72
FIORY,9
FIQIRETE,3
FIRA,3
FIRANGIZ,5
FIRASAT,2
FIRDAOUS,10
FIRDAOUSS,2
FIRDAUS,7
FIRDAWS,9
FIRDAWSA,2
FIRDES,15
FIRDESA,7
FIRDEUS,2
FIRDEVS,15
FIRDEWS,10
FIRDOS,15
FIRDOSA,4
FIRDOUS,7
FIRDOWS,2
FIRDOWSA,10
FIRDUS,2
FIREAL,2
FIREHIWOT,7
FIREL,17
FIRELL,2
FIRELLE,2
FIREWEINI,4
FIREWEYNI,5
FIREWINI,2
FIREWOINI,3
FIREWOYNI,2
FIRIAL,11
FIRIBA,2
FIRIL,4
FIRIYAL,4
FIRMESK,7
FIRMINA,3
FIRNAZA,2
FIROOZEH,12
FIROUZ,3
FIROUZA,4
FIROUZEH,40
FIROZA,12
FIROZAN,2
FIROZE,6
FIROZEH,15
FIRUZ,3
FIRUZA,25
FIRUZAN,2
FIRUZE,3
FIRUZEH,3
FIRYAL,44
FIRYAN,4
FIRYEL,3
FISHO,2
FISUN,2
FITHAWIT,31
FITHI,3
FITINA,2
FITNETE,28
FITORE,121
FITRI,7
FITRIANI,2
FITSUM,6
FITWIE,2
FIVI,3
FIX,2
FIXHRIJE,3
FIYONA,4
FIYORI,64
FIYORY,3
FIZA,30
FIZZA,22
FIZZAH,3
FJOLA,11
FJÓLA,4
FJOLLA,21
FJOLLË,2
FJONA,6
FJORALBA,3
FJORDA,4
FJORELA,5
FJORENTINA,2
FKADU,11
FLAKA,12
FLAMINIA,4
FLAMURE,2
FLANDRA,2
FLANK,2
FLANZA,3
FLAURETA,2
FLAVIA,111
FLÁVIA,10
FLAVIANA,7
FLAVIE,4
FLAVIENNE,2
FLERIDA,2
FLETA,2
FLEUR,36
FLINGA,6
FLINT,2
FLISA,16
FLISAN,3
FLIZA,3
FLJORIJA,2
FLJORIJE,6
FLJURIJE,2
FLLANZA,11
FLMAWIT,2
FLO,8
FLOARE,9
FLOAREA,28
FLOGERTA,3
FLONA,5
FLOOR,16
FLOORTJE,3
FLOR,86
FLORA,1180
FLÓRA,5
FLORALBA,2
FLORANCE,7
FLORANDA,6
FLORANGEL,3
FLORANS,5
FLORANSA,4
FLORDELISA,2
FLORDELIZ,3
FLORDELIZA,12
FLORDELUNA,2
FLORE,11
FLORENA,3
FLORENC,2
FLORENCA,5
FLORENCE,910
FLORENCIA,84
FLORENS,58
FLORENSE,6
FLORENSIA,3
FLORENTA,20
FLORENTIA,2
FLORENTINA,233
FLORENTINE,13
FLORENZ,2
FLORENZE,3
FLORESA,3
FLORESHA,5
FLORETTE,2
FLORI,6
FLORIA,17
FLORIAN,2
FLORIANA,29
FLORIANE,9
FLORICA,49
FLORIDA,41
FLORIDE,2
FLORIE,24
FLORIJA,4
FLORIJANA,7
FLORIJE,75
FLORIJETA,2
FLORIKA,8
FLORIN,4
FLORINA,100
FLORINDA,23
FLORINE,10
FLORINETA,5
FLORINKA,2
FLORIS,2
FLORISSA,2
FLORITA,3
FLORJANA,3
FLORRIE,3
FLORRY,3
FLORY,17
FLOUR,6
FLOWER,2
FLURI,2
FLURIE,3
FLURIJA,2
FLURIJE,38
FLURINA,3
FLUTER,2
FLUTRA,22
FLUTUR,7
FLUTURA,25
FLYNN,4
FLYURA,2
FNAN,12
FNOT,3
FOATEM,2
FODA,4
FOJAN,3
FOLA,3
FOLAKE,2
FOLASADE,7
FOLASHADE,2
FOLLA,2
FOLLINA,2
FOLUKE,2
FON,2
FONDA,3
FONG,9
FONI,2
FOONG,2
FOOS,56
FOOSIYA,7
FOOSIYO,2
FOOZIA,2
FOQIA,2
FORAT,8
FORDOS,2
FORDOWSA,3
FORDOWSO,2
FOROGH,11
FOROOGH,17
FOROOQ,2
FOROOZAN,5
FOROOZANDEH,3
FOROUGH,29
FOROUZ,2
FOROUZAN,35
FOROUZANDEH,6
FOROZAN,14
FOROZANDEH,2
FORSAT,4
FORTESA,16
FORTONA,2
FORTUN,4
FORTUNA,28
FORTUNATA,6
FORTUNE,3
FORUGH,2
FORUZAN,5
FOS,8
FOSIA,17
FOSIO,3
FOSIYA,32
FOSIYO,5
FOTEINI,51
FOTIMA,14
FOTINI,77
FOTOUN,6
FOUJAN,2
FOURAT,3
FOUSIA,3
FOUZ,3
FOUZA,8
FOUZIA,92
FOUZIE,3
FOUZIEH,16
FOUZIYA,6
FOUZIYE,2
FOWS,2
FOWSIA,19
FOWSIO,6
FOWSIYA,34
FOWSIYO,24
FOWZIA,33
FOWZIO,3
FOWZIYA,6
FOWZIYO,4
FOX,5
FOZA,5
FOZE,2
FOZHAN,2
FOZIA,105
FOZIAH,2
FOZIE,2
FOZIEH,12
FOZIYA,7
FOZIYEH,4
FOZYA,5
FRAGANCIA,2
FRAN,7
FRANCA,64
FRANCE,3
FRANCELINA,3
FRANCELINE,3
FRANCENE,2
FRANCES,290
FRANCESCA,313
FRANCESKA,24
FRANCESS,5
FRANCHESCA,11
FRANCHESKA,10
FRANCI,3
FRANCIA,19
FRANCIE,3
FRANCIELE,3
FRANCIELLE,4
FRANCIKA,7
FRANCINA,13
FRANCINE,106
FRANCIS,47
FRANCISCA,207
FRANCISKA,73
FRANCISZKA,7
FRANCOIS,2
FRANCOISE,64
FRANÇOISE,3
FRANCY,14
FRANCYS,2
FRANICA,4
FRANK,3
FRANKA,140
FRANKIE,37
FRANS,2
FRANSCESCA,2
FRANSESCA,4
FRANSI,2
FRANSISCA,9
FRANSISKA,6
FRANSY,4
FRANTZESKA,2
FRANZISCA,2
FRANZISKA,185
FRAT,2
FRAUKE,35
FRAYA,4
FRAZIA,2
FRE,5
FREA,5
FREAL,4
FREBA,6
FRED,2
FREDA,17
FREDDA,2
FREDDIE,28
FREDDY,6
FREDERICA,16
FREDERIEKE,3
FREDERIKA,30
FREDERIKE,14
FREDERIKKE,22
FREDERIQUE,7
FRÉDÉRIQUE,8
FREDILYN,2
FREDINA,2
FREDRICA,195
FREDRICIA,2
FREDRICKA,2
FREDRIKA,1426
FREDRIKE,19
FREDRIKKE,5
FREDRIQA,2
FREDRIQUE,2
FREHA,3
FREHIWET,29
FREHIWOT,13
FREIA,66
FREÏA,2
FREIDA,2
FREIDERIKI,3
FREIJA,147
FREIYA,11
FREJ,5
FREJA,8019
FRÉJA,4
FREJA-LI,3
FREJA-LO,2
FREJDA,3
FREJDIS,7
FREJJA,6
FRELINA,2
FRENA,8
FRESELAM,19
FRESHTA,68
FRESHTAH,3
FRESHTE,6
FRESHTEH,14
FRESIA,24
FRESSIA,2
FRETA,2
FREWEINE,3
FREWEINI,144
FREWEINY,5
FREWENI,6
FREWEYINI,6
FREWEYNI,78
FREWEYNY,2
FREWINI,11
FREWOINI,6
FREWOYNI,2
FREWYNI,2
FREY,3
FREYA,1126
FREYAH,4
FREYDIS,10
FREYIA,2
FREYJA,223
FRIA,2
FRIAL,22
FRIBA,10
FRID,7
FRIDA,21639
FRÍDA,4
FRIDAH,22
FRIDA-KARIN,2
FRIDA-LI,2
FRIDA-LO,2
FRIDA-LOUISE,3
FRIDA-MARIA,8
FRIDA-MY,2
FRIDA-SOFI,3
FRIDAY,4
FRIDBJÖRG,2
FRIDE,6
FRIDEBORG,44
FRIDERIKA,2
FRIDERIKE,2
FRIDERIKI,11
FRIDHA,28
FRIDOLINA,6
FRIDOM,2
FRIEDA,57
FRIEDEL,5
FRIEDERIKE,64
FRIEDERUN,2
FRIEDRIKE,3
FRIEDRUN,3
FRIGG,8
FRIGGA,15
FRIIDA,5
FRIMODIGS,2
FRISHTA,52
FRITZE,3
FRITZI,2
FRITZIE,3
FRITZY,2
FRIZA,2
FRMESK,6
FROHAR,2
FROSINA,17
FROST,12
FROUGH,3
FROUKJE,5
FROUZAN,5
FROZAN,24
FRSHTA,2
FRTUNA,14
FRUTA,2
FRUZSINA,13
FRYAL,21
FRYDA,2
FRYDERYKA,3
FRÖ,10
FRÖJA,19
FRÖJDIS,8
FRØY,2
FRÖYA,2
FRØYA,8
FRÖYDIS,15
FRØYDIS,3
FSAHA,2
FTEIM,9
FTHAWIT,29
FTIM,4
FU,5
FUAD,2
FUADA,5
FUANGFA,4
FUDIA,2
FUENSANTA,2
FUHUI,2
FUJIKO,2
FULLA,7
FULVIA,4
FULYA,8
FUMI,6
FUMIKO,13
FUMIYO,2
FUNDA,59
FUNG,10
FUNKE,3
FUNMILAYO,9
FUNMILOLA,2
FUNNY,5
FUQIN,2
FURAHA,33
FURAT,14
FURDOS,2
FURKAN,4
FUROGH,2
FURONG,2
FURQAAN,2
FURQAN,6
FURTUNA,75
FURUTUNA,2
FUSAE,2
FUSIA,4
FUTOUN,10
FUTUN,2
FUYAN,2
FUYING,2
FUZHEN,2
FUZIA,2
FUZIE,3
FUZIEH,2
FYAN,3
FYFFE,2
FÜGEN,2
FYLGIA,2
FYONA,3
FYORI,54
FÜSUN,8
GA,4
GABBI,5
GABBIE,2
GABBY,2
GABI,18
GABIJA,94
GABINA,2
GABORNE,3
GABORNÉ,2
GÁBORNÉ,3
GABRAILA,4
GABREILA,3
GABREILLA,2
GABRELLA,2
GABRIALA,3
GABRIEL,21
GABRIELA,1438
GABRÍELA,2
GABRIELA-CRISTINA,2
GABRIELA-IULIANA,2
GABRIELE,335
GABRIELÉ,14
GABRIELÈ,2
GABRIÉLE,2
GABRIELL,13
GABRIELLA,6184
GABRIÉLLA,2
GABRIELLE,612
GABRIÉLLE,4
GABRIJELA,81
GABRIJELLA,4
GABRILA,3
GABRILLA,2
GABRIYELA,2
GABY,111
GACIA,2
GADA,48
GADAH,7
GADEER,5
GADER,5
GADIR,18
GADISSE,2
GAEDA,2
GAEL,5
GAËL,2
GAELA,2
GAELL,2
GAELLA,5
GAELLE,15
GAÊLLE,2
GAËLLE,19
GAGAN,4
GAGANA,3
GAGANDEEP,6
GAGANJOT,2
GAHAR,2
GAI,3
GAIA,98
GAIANE,8
GAIDA,8
GAIL,37
GAILAN,14
GAIT,2
GAJA,20
GAJANE,12
GAKLEEN,2
GAKLIN,3
GAKURU,2
GAL,2
GALA,17
GALADRIEL,3
GALARA,2
GALATEA,4
GALATIA,2
GALAVESH,3
GALAVIZH,9
GALAWASH,2
GALAWEJ,2
GALAWESH,18
GALAWEZ,10
GALAWEZH,12
GALAWISH,8
GALAXIA,3
GALE,2
GALEA,2
GALENA,3
GALI,5
GALIA,34
GALIAH,2
GALIBA,2
GALIJA,2
GALILA,7
GALINA,451
GALINI,5
GALIT,4
GALIYA,7
GALJA,2
GALLA,2
GALYA,17
GALYNA,41
GAMAR,4
GAMELA,3
GAMILA,18
GAMILAH,4
GAMUCHIRAI,3
GAMZE,111
GAN,2
GANA,37
GANAH,2
GANAN,6
GANAT,6
GANCHIMEG,22
GANDA,3
GANDOM,3
GANET,6
GANG,4
GANGA,14
GANI,7
GANIA,4
GANIME,8
GANIMET,12
GANIMETA,3
GANIMETE,145
GANIRA,3
GANISHKA,2
GANIT,2
GANJANA,2
GANKA,4
GANNA,60
GANNAH,2
GANNAT,5
GANNICA,2
GANNIKA,2
GANSUKH,2
GANTSETSEG,14
GANTUNGALAG,3
GANTUUL,2
GANTUYA,14
GANYA,2
GANZUL,2
GAO,2
GAOWA,2
GARA,5
GARANCE,10
GARBO,3
GARDA,2
GARDENIA,9
GARDINIA,2
GARGEE,2
GARGI,10
GARIBA,5
GARIBI,5
GARIFALIA,4
GARIMA,36
GARINA,2
GARINE,5
GARINÉ,4
GARITA,2
GARMIAN,2
GARMIYAN,3
GARMYAN,2
GARNET,3
GARNI,3
GARVITA,2
GARYFALLIA,2
GASAK,2
GASHA,8
GASHAW,17
GASHAWA,3
GASHBIN,14
GASIRA,2
GASSIA,2
GATHANIA,2
GAUDENCE,8
GAUHAR,2
GAURANGI,2
GAURI,24
GAURIKA,3
GAUTAMI,2
GAUTHAMI,2
GAVKHAR,4
GAVKHAROY,2
GAVRIELA,3
GAWAHER,6
GAWHAR,9
GAWHARA,4
GAY,5
GAYA,4
GAYANA,2
GAYANE,54
GAYANI,7
GAYANIE,3
GAYATHIRI,4
GAYATHRI,62
GAYATHRY,2
GAYATRI,32
GAYDAA,2
GAYE,9
GAYLE,8
GAYNOR,2
GAYTRI,2
GAZAL,68
GAZALA,6
GAZALE,9
GAZALEH,2
GAZALI,16
GAZANG,7
GAZEL,8
GAZELLE,3
GAZI,2
GAZIA,2
GAZIZA,6
GAZIZE,2
GAZO,4
GAZWA,2
GBEMISOLA,5
GDEY,2
GE,8
GEA,18
GEAN,3
GEANA,2
GEANETTE,3
GEANINA,22
GEBAYNESH,2
GEBREALA,2
GEBRIALA,2
GEBRIELA,7
GEBRIELLA,2
GEDAY,4
GEDI,2
GEDIR,2
GEDIYO,2
GEDVILE,2
GEE,2
GEEHAN,2
GEELA,2
GEEN,4
GEENA,7
GEERTJE,9
GEERTRUIDA,20
GEERVANI,2
GEET,4
GEETA,27
GEETALI,2
GEETANJALI,4
GEETHA,30
GEETHANJALI,3
GEETHIKA,5
GEETHU,7
GEETI,6
GEETIKA,10
GEETU,2
GEFEI,2
GEFJON,3
GEGEE,2
GEGEELEN,8
GEGEEN,4
GEGEENEE,2
GEHAD,4
GEHAN,23
GEHIN,2
GEHN,2
GEIDI,2
GEINE,5
GEINET,2
GEIRA,3
GEITY,2
GEJA,2
GEK,3
GELA,3
GELAN,5
GELARA,2
GELARE,3
GELAREH,16
GELARIS,2
GELAS,17
GELAVIJ,3
GELAVISH,2
GELAVIZH,2
GELAWEJ,2
GELAYOL,2
GELDONA,2
GELENA,7
GELI,3
GELILA,130
GELILLA,5
GELINA,2
GELINDA,2
GELLILA,2
GELSOMINA,2
GELY,2
GEM,2
GEMA,23
GEMILA,8
GEMIMA,8
GEMINA,5
GEMINI,2
GEMMA,128
GEN,41
GENA,27
GENALDA,2
GENALYN,6
GENAN,13
GENDA,2
GENDI,3
GENE,31
GENELYN,2
GENEN,2
GENEROSA,3
GENEROSE,5
GENESIS,22
GÉNESIS,5
GENET,269
GENETH,2
GENEVA,3
GENEVIA,2
GENEVIE,4
GENEVIEVE,58
GENEVIÈVE,8
GENEVIVE,3
GENI,10
GENIA,5
GENIFER,2
GENINA,2
GENISA,3
GENITA,8
GENITH,2
GENJA,6
GENNET,14
GENNI,2
GENNY,7
GENOVAITE,9
GENOVEFA,4
GENOVEVA,18
GENOWEFA,42
GENRIETTA,2
GENTA,15
GENTIANA,121
GENTIANE,2
GENTIANË,3
GENTIJANA,23
GENTIJANE,2
GENTILLE,2
GENTJANA,7
GENTRITA,2
GENWA,2
GENY,5
GEOMANA,4
GEORGE,3
GEORGEET,2
GEORGEINA,3
GEORGET,24
GEORGETA,80
GEORGETE,4
GEORGETT,4
GEORGETTE,175
GEORGI,3
GEORGIA,326
GEORGIANA,85
GEORGIANA-CRISTINA,2
GEORGIANNA,2
GEORGIE,3
GEORGINA,216
GEORGINE,9
GEORGIT,2
GEORGITTE,3
GEORJINA,2
GEOVANA,5
GEOVANNA,3
GERALDA,3
GERALDIN,3
GERALDINA,7
GERALDINE,118
GÉRALDINE,9
GERALDINNE,2
GERALINE,2
GERARDA,5
GERASIMOULA,2
GERD,9315
GERD INGER,3
GERD MARIE,2
GERDA,804
GERDA-MARIA,2
GERDAN,2
GERD-BRITT,3
GERDH,9
GERDI,4
GERDIE,3
GERDINA,2
GERDINE,2
GERD-INGER,6
GERD-INGRID,2
GERDIS,5
GERD-LIS,2
GERD-LOUISE,6
GERD-MARI,9
GERD-MARIE,8
GERDUR,6
GERDY,27
GEREL,3
GERELMAA,13
GERELSAIKHAN,2
GERELT-OD,2
GERELTSATSRAL,2
GERELTSETSEG,5
GERELTUYA,6
GERGANA,39
GERGINA,2
GERGIS,3
GERGISH,3
GERHILD,9
GERI,2
GERIT,2
GERLEE,3
GERLI,9
GERLIE,3
GERLIND,3
GERLINDE,38
GERLINE,2
GERLY,4
GERMAINE,24
GERMANA,5
GERMAWIT,2
GERMIN,2
GEROLA,2
GERONIMA,2
GERRIE,2
GERRITDINA,3
GERRY,6
GERT,2
GERTA,13
GERTHI,6
GERTHIE,16
GERTHRUD,2
GERTHY,31
GERTI,69
GERTIE,475
GERTINE,2
GERTIS,2
GERTRAUD,16
GERTRAUDE,10
GERTRUD,2946
GERTRUDA,12
GERTRUDE,71
GERTRUDIS,2
GERTY,181
GERTZIE,2
GERUSA,2
GESA,18
GESAR,2
GESCHE,4
GESI,2
GESICA,2
GESINA,5
GESINE,20
GESKA,2
GESSICA,5
GESTHIMANI,3
GETA,11
GETE,3
GETHEL,3
GETI,2
GETRUDE,11
GETTE,2
GETTY,3
GETULIA,2
GEVHER,2
GEYAN,2
GEZACHIN,2
GEZAL,3
GEZEL,2
GEZIME,11
GËZIME,2
GEZINA,4
GFRAN,3
GHADA,545
GHADAH,47
GHADAM,2
GHADE,4
GHADEER,67
GHADEH,2
GHADER,23
GHADI,2
GHADIA,2
GHADIR,100
GHADRA,3
GHAEDA,2
GHAEDAA,2
GHAFRAN,7
GHAID,3
GHAIDA,18
GHAIDAA,58
GHAIDDA,2
GHAITHAA,10
GHALA,15
GHALI,2
GHALIA,99
GHALIAH,4
GHALIE,3
GHALIEH,2
GHALIYA,8
GHALO,2
GHALYA,17
GHALYAH,4
GHALYH,2
GHAMAR,14
GHAME,2
GHAMGIN,2
GHANA,10
GHANIA,20
GHANIMA,6
GHANIYA,3
GHANIYAH,5
GHANWA,5
GHARAM,37
GHARBIA,2
GHAREEBA,6
GHARIBA,15
GHARIBEH,2
GHASAK,3
GHASAL,2
GHASAQ,10
GHASOUN,3
GHASSAK,2
GHAYA,2
GHAYAD,2
GHAYDA,5
GHAYDAA,19
GHAYTHAA,2
GHAZAAL,2
GHAZAL,407
GHAZALA,72
GHAZALAH,6
GHAZALE,13
GHAZALEH,70
GHAZALI,2
GHAZEL,10
GHAZIA,4
GHAZIEH,2
GHAZL,13
GHAZWA,14
GHEA,2
GHEBRIELA,6
GHEDA,3
GHEDAA,2
GHEDIR,3
GHEED,4
GHEFRAN,5
GHELILA,6
GHENA,138
GHENAA,4
GHENET,119
GHENIA,2
GHENNET,5
GHENWA,27
GHEORGHINA,3
GHEORGHITA,13
GHERD,2
GHERGHINA,7
GHESOUN,3
GHEZAL,10
GHEZEL,9
GHEZLAN,3
GHFRAN,9
GHIA,13
GHID,7
GHIDA,4
GHIDAA,4
GHIDAY,2
GHIDEI,6
GHIDEY,34
GHIMJA,2
GHINA,104
GHINWA,22
GHIRMAWIT,4
GHISA,5
GHISELLE,2
GHISLAINE,10
GHITA,45
GHIWA,3
GHIZAL,2
GHIZELA,4
GHIZLANE,44
GHNA,5
GHNWA,3
GHODSI,8
GHODSIEH,4
GHOFRAN,98
GHOFRANE,4
GHOMRI,4
GHONCHE,2
GHONCHEH,4
GHONWA,3
GHORBAT,5
GHOROUB,2
GHOSN,2
GHOSON,13
GHOSOON,7
GHOSOUN,19
GHOSSON,4
GHOSSOUN,2
GHOUFRAN,8
GHOUFRANE,2
GHOUSON,6
GHOUSOUN,2
GHOUSSOUN,2
GHRAM,2
GHSOON,2
GHSOUN,3
GHUFRAN,141
GHUL,2
GHULAM,15
GHUNWA,3
GHUROUB,3
GHUSON,3
GHUSOON,15
GHUSOUN,20
GHUSSOUN,9
GHYSLAINE,4
GHZAL,5
GHZALA,2
GI,5
GIA,100
GIA HAN,2
GIA LE,2
GIABAND,2
GIADA,28
GIAI,2
GIAN,10
GIANA,9
GIANCARLA,2
GIANELLA,7
GIANG,16
GIANINA,25
GIANINNA,2
GIANNA,49
GIANNELLA,3
GIANNINA,16
GIANNOULA,14
GIANNULA,2
GIANOULA,3
GIAO,2
GIBSON,2
GICA,3
GICELA,3
GICUTA,2
GIDA,3
GIDAY,5
GIDENA,3
GIDEY,16
GIEDRE,58
GIEDRÉ,13
GIENEKE,2
GIESELA,55
GIFT,30
GIFTI,2
GIFTY,22
GIGGI,16
GIGI,37
GIGJA,4
GÍGJA,3
GIGLIOLA,3
GIHAN,30
GIHANE,3
GIHAR,2
GIJSBERTA,2
GIL,9
GILA,25
GILAN,4
GILANA,2
GILAS,3
GILBERTE,6
GILCIA,2
GILDA,123
GILER,2
GILI,4
GILIANA,2
GILL,338
GILLA,18
GILLAN,5
GILLES,2
GILLIAN,77
GILLIANE,2
GILMA,10
GILTEN,2
GILTENA,3
GILTENE,2
GILYAN,2
GIMAA,2
GIMENA,6
GIMJA,6
GIN,7
GINA,893
GINAH,2
GINALYN,7
GINA-MARIA,2
GINA-MARIE,2
GINAN,12
GINE,6
GINELYN,2
GINETA,2
GINETTE,18
GINEVRA,11
GING,2
GINGER,111
GINI,7
GINKA,9
GINN,4
GINNA,11
GINNI,4
GINNIE,14
GINNY,49
GINO,4
GINTA,11
GINTARE,73
GINTARÉ,13
GINTÉ,2
GIO,4
GIOCONDA,6
GIOIA,17
GIOLANTA,2
GIONINTA,2
GIORDANA,4
GIORDANKA,3
GIORGIA,41
GIORGIANA,6
GIORGINA,2
GIOVANA,23
GIOVANNA,136
GIRA,3
GIRIJA,6
GIRLIE,7
GIRLY,4
GIRMANTE,2
GIRMAWIT,4
GIROM,3
GISEL,4
GISELA,1423
GISÉLA,5
GISELE,70
GISÉLE,13
GISÈLE,4
GISELLA,36
GISELLE,96
GISÉLLE,2
GISELLY,2
GISLAINE,3
GISMA,7
GISO,4
GISOO,4
GISOU,2
GISSEL,3
GISSELA,6
GISSELE,2
GISSELL,2
GISSELLA,8
GISSELLE,10
GIT,434
GIT MARIE,2
GITA,155
GITANA,28
GITANJALI,4
GITEL,2
GITH,185
GITHA,11
GITHE,3
GITH-MARIE,2
GITI,54
GITIYA,2
GIT-MARI,2
GIT-MARIE,8
GITS,4
GITSA,2
GITSY,3
GITT,91
GITTA,40
GITTAN,180
GITTE,445
GITTEL,11
GITTEN,16
GITTI,9
GITTIS,2
GITT-MARI,2
GITT-MARIE,2
GITTSE,3
GITTY,7
GITY,25
GITZE,2
GIUDITTA,6
GIULIA,215
GIULIANA,37
GIULIETTA,5
GIULLIANA,2
GIUSEPPA,4
GIUSEPPINA,26
GIUSI,3
GIUSY,4
GIZA,4
GIZELA,61
GIZELLA,62
GIZELLE,16
GIZEM,113
GIZIAWIT,2
GIZING,4
GJANSU,2
GJEJLAN,6
GJEJLANE,6
GJEJRAN,3
GJELAN,2
GJEMAJLIJE,2
GJEMILE,5
GJEMILJA,2
